Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
1,0.34901745744750656,0.48887204996272304,0.2583560417529199,1,0,1.0,0.0,1,0,0.5,0,0.6666666666666666,0.0,1,3,1
0,0.23748846371971133,0.3910976399701789,0.16608602684116275,1,0,0.5,0.6666666666666667,2,0,0.5,0,1.0,0.0,2,3,1
0,0.16313580123451443,0.048887204996272526,0.0,0,0,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
0,0.16313580123451443,0.048887204996272526,0.0,0,0,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
1,0.23748846371971133,0.537759254958996,0.2583560417529199,0,0,0.5,0.6666666666666667,2,0,0.5,0,1.0,0.5,1,3,1
0,0.16313580123451443,0.46442844746458745,0.19376703131468992,0,1,1.0,0.0,2,0,0.0,0,0.0,0.0,2,3,1
1,0.20031213247711288,0.48887204996272304,0.2251388363846874,1,0,0.5,0.6666666666666667,1,0,0.5,0,0.0,0.0,3,3,1
0,0.16313580123451443,0.1222180124906811,0.1384050223676357,0,1,0.5,1.0,1,0,0.5,1,0.6666666666666666,0.0,2,0,1
0,0.20031213247711288,0.3666540374720424,0.1476320238588114,1,1,1.0,1.0,1,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.7951334323586876,0.14666161498881713,0.350626056664677,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.0,2,0,2
0,0.3118411262049081,0.17110521748695318,0.11995101938528424,0,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.0,2,3,1
0,0.3118411262049081,0.17110521748695318,0.11995101938528424,0,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.0,2,3,1
1,0.20031213247711288,0.9288568949291744,0.4428960715764341,1,1,0.5,0.6666666666666667,0,0,0.0,0,0.0,0.5,2,0,5
1,0.20031213247711288,0.6110900624534046,0.48903107903231274,1,0,0.5,0.6666666666666667,2,0,1.0,0,1.0,1.0,3,4,2
0,0.16313580123451443,0.3666540374720424,0.4244420685940827,1,1,1.0,0.0,2,0,1.0,0,0.6666666666666666,0.5,3,3,2
1,0.16313580123451443,0.6110900624534046,0.3044910492087985,1,1,1.0,0.6666666666666667,2,0,0.5,0,0.0,0.5,2,3,1
0,0.20031213247711288,0.19554881998508966,0.1476320238588114,1,1,0.5,0.0,2,0,0.0,0,0.0,0.0,3,3,1
0,0.0516068075067192,0.14666161498881713,0.0830430134205814,1,1,0.5,1.0,1,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.20031213247711288,0.0,0.06458901043822995,1,0,0.5,0.0,2,0,0.5,0,1.0,0.0,3,4,1
0,0.08878313874931754,0.26887962747949823,0.1845400298235142,1,1,1.0,0.0,1,0,0.5,0,0.3333333333333333,0.0,1,3,1
0,0.01443047626412075,0.6110900624534046,0.1384050223676357,1,1,1.0,0.6666666666666667,1,0,0.5,0,0.0,0.5,3,3,1
0,0.01443047626412075,0.48887204996272304,0.3967610641205556,1,0,0.5,0.6666666666666667,1,0,0.5,0,0.3333333333333333,0.5,3,3,6
1,0.23748846371971133,0.29332322997763427,0.1014970164029328,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.5,2,3,1
0,0.08878313874931754,0.31776683247576987,0.3137180506999742,1,0,1.0,0.6666666666666667,1,1,1.0,0,0.6666666666666666,0.5,2,0,6
0,0.23748846371971133,0.4155412424683145,0.3044910492087985,1,1,0.5,0.6666666666666667,1,1,0.5,0,0.0,1.0,3,4,5
1,0.23748846371971133,0.9044132924310389,0.48903107903231274,1,1,0.0,0.6666666666666667,1,0,0.5,0,0.0,1.0,1,3,6
1,0.16313580123451443,0.6110900624534046,0.07381601192940568,1,0,1.0,1.0,1,0,0.0,0,0.3333333333333333,0.0,3,4,0
1,0.2746647949623098,0.3910976399701789,0.23067503727939281,1,1,1.0,0.0,2,0,0.5,0,0.3333333333333333,0.0,3,3,1
1,0.23748846371971133,0.6355336649515402,0.4428960715764341,0,1,1.0,0.6666666666666667,2,0,0.0,0,0.0,0.0,3,3,6
1,0.0516068075067192,0.6110900624534046,0.350626056664677,1,1,0.5,0.6666666666666667,0,0,0.5,0,0.0,0.0,1,3,5
1,0.08878313874931754,0.4155412424683145,0.23990203877056854,0,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.08878313874931754,0.3666540374720424,0.17531302833233847,0,1,1.0,0.0,2,0,1.0,1,0.3333333333333333,0.0,2,3,1
1,0.12595946999191598,0.537759254958996,0.2583560417529199,1,1,1.0,0.6666666666666667,1,0,0.0,0,0.0,0.0,2,3,1
1,0.386193788690105,0.48887204996272304,0.33217205368232555,0,1,1.0,0.6666666666666667,2,0,1.0,0,0.3333333333333333,0.5,1,3,6
0,0.12595946999191598,0.19554881998508966,0.1014970164029328,1,1,0.5,1.0,1,0,0.5,0,0.3333333333333333,0.5,3,3,1
1,0.23748846371971133,0.29332322997763427,0.1476320238588114,0,0,0.5,0.6666666666666667,2,0,0.0,0,0.3333333333333333,0.0,3,3,1
0,0.08878313874931754,0.3666540374720424,0.12917802087645996,1,1,1.0,0.6666666666666667,1,1,1.0,1,0.3333333333333333,1.0,1,3,1
1,0.49772278241790024,0.6599772674496767,0.6182090999087726,1,1,1.0,0.6666666666666667,2,0,0.0,0,0.6666666666666666,0.0,2,0,2
1,0.2746647949623098,0.48887204996272304,0.3044910492087985,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.0,2,0,5
1,0.3118411262049081,0.7088644724459487,0.2768100447352713,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.5,2,3,1
1,0.5348991136604988,0.6355336649515402,0.3044910492087985,1,0,1.0,0.6666666666666667,0,0,1.0,1,1.0,0.0,3,1,1
1,0.3118411262049081,0.48887204996272304,0.23990203877056854,0,1,0.5,0.6666666666666667,1,0,0.5,0,0.0,0.5,3,3,1
1,0.23748846371971133,0.9533004974273109,0.21222103429704137,1,1,1.0,0.6666666666666667,1,0,1.0,0,0.3333333333333333,0.5,2,3,0
1,0.3118411262049081,0.9044132924310389,0.2214480357882171,0,1,1.0,0.6666666666666667,0,0,0.5,0,0.6666666666666666,0.0,1,3,1
1,0.23748846371971133,0.5866464599552681,0.47519057679554916,0,1,0.5,0.6666666666666667,1,1,0.0,0,0.3333333333333333,0.5,1,0,2
0,0.646428107388294,0.43998484496645096,0.3044910492087985,0,1,1.0,0.0,2,0,0.0,0,0.0,0.0,2,0,5
1,0.20031213247711288,0.26887962747949823,0.23067503727939281,1,0,0.5,1.0,2,0,1.0,1,0.6666666666666666,1.0,2,3,5
1,0.16313580123451443,0.29332322997763427,0.2583560417529199,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,0.2746647949623098,0.14666161498881713,0.0830430134205814,0,0,1.0,0.6666666666666667,1,0,0.5,0,0.6666666666666666,1.0,1,3,1
0,0.7207807698734909,0.31776683247576987,0.350626056664677,1,0,1.0,0.6666666666666667,2,0,0.0,0,0.0,0.0,2,0,2
0,0.386193788690105,0.24443602498136174,0.17531302833233847,0,1,1.0,0.6666666666666667,0,0,0.5,0,0.0,0.0,2,0,1
0,0.5720754449030971,0.4155412424683145,0.4428960715764341,1,1,1.0,0.0,2,0,0.5,0,0.6666666666666666,0.0,2,0,2
1,0.3118411262049081,0.6844208699478131,0.33217205368232555,1,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.5,2,3,1
0,0.49772278241790024,0.29332322997763427,0.15685902534998714,1,1,1.0,0.6666666666666667,2,0,0.5,0,0.6666666666666666,0.0,2,0,1
0,0.7951334323586876,0.0,0.16608602684116275,1,1,0.5,0.0,0,1,0.5,0,0.0,0.0,2,0,5
1,0.646428107388294,0.46442844746458745,0.3875340626293799,1,0,0.5,0.6666666666666667,2,0,1.0,0,0.6666666666666666,0.0,3,0,6
1,0.20031213247711288,0.5866464599552681,0.479804077541137,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.0,2,3,2
0,0.5348991136604988,0.43998484496645096,0.19376703131468992,1,1,1.0,0.0,1,0,0.5,0,0.3333333333333333,0.5,2,0,1
0,0.6836044386308924,0.07333080749440857,0.027681004473527115,1,0,1.0,0.6666666666666667,1,0,0.0,0,0.0,0.5,3,0,1
1,0.16313580123451443,0.4155412424683145,0.16608602684116275,1,1,0.5,0.6666666666666667,1,0,0.5,0,0.6666666666666666,0.5,2,3,1
0,0.8694860948438845,0.1222180124906811,0.1845400298235142,1,0,1.0,0.6666666666666667,2,0,1.0,0,0.0,0.0,2,0,5
1,0.386193788690105,0.3422104349739059,0.33217205368232555,1,1,0.5,0.0,2,0,0.5,0,0.0,0.0,1,0,6
1,0.12595946999191598,0.8066388824384938,0.2768100447352713,1,0,1.0,0.6666666666666667,2,1,0.0,0,0.6666666666666666,0.5,2,3,1
0,0.16313580123451443,0.31776683247576987,0.16608602684116275,1,1,1.0,0.6666666666666667,0,1,0.5,0,0.6666666666666666,0.0,2,3,1
1,0.3118411262049081,0.9533004974273109,0.3044910492087985,0,0,1.0,0.6666666666666667,1,0,0.5,1,1.0,0.0,3,3,1
1,0.6836044386308924,0.6599772674496767,0.3967610641205556,1,0,1.0,0.6666666666666667,1,0,1.0,0,0.6666666666666666,0.5,2,0,6
0,0.4605464511753019,0.5866464599552681,0.2768100447352713,1,0,1.0,0.6666666666666667,0,0,0.5,0,0.0,0.0,2,0,1
1,0.12595946999191598,0.3666540374720424,0.350626056664677,1,0,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,1.0,3,4,6
0,0.20031213247711288,0.5622028574571316,0.3413990551735013,1,1,0.5,0.0,2,0,0.5,0,0.3333333333333333,0.0,2,3,5
1,0.20031213247711288,0.537759254958996,0.36908005964702845,0,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.5,2,3,6
1,0.0516068075067192,0.24443602498136174,0.1476320238588114,1,1,0.5,0.6666666666666667,1,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.23748846371971133,0.3666540374720424,0.15685902534998714,0,0,1.0,0.0,2,0,0.5,0,0.3333333333333333,1.0,2,3,1
1,0.0516068075067192,0.5866464599552681,0.20299403280586564,0,0,1.0,0.6666666666666667,2,0,0.5,1,0.0,0.5,3,3,1
1,0.16313580123451443,0.29332322997763427,0.2583560417529199,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,0.7951334323586876,0.3422104349739059,0.16424062654292765,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.6666666666666666,0.0,3,3,1
0,0.0516068075067192,0.17110521748695318,0.055362008947054286,1,1,1.0,0.0,0,0,0.0,0,0.3333333333333333,0.0,3,3,1
1,0.20031213247711288,0.8310824849366303,0.3875340626293799,1,1,1.0,0.6666666666666667,1,0,0.5,1,1.0,0.0,2,3,1
1,0.16313580123451443,0.29332322997763427,0.2583560417529199,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,0.0516068075067192,0.19554881998508966,0.055362008947054286,0,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.0,3,3,1
0,0.23748846371971133,0.43998484496645096,0.23067503727939281,1,1,0.5,0.6666666666666667,1,0,0.0,0,0.0,0.0,2,3,1
0,0.20031213247711288,0.43998484496645096,0.09227001491175713,0,1,1.0,0.6666666666666667,1,0,0.5,0,0.0,0.5,3,3,0
1,0.16313580123451443,0.29332322997763427,0.2583560417529199,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,0.5348991136604988,0.29332322997763427,0.23990203877056854,0,0,1.0,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.0,2,0,5
1,0.8323097636012862,0.6844208699478131,0.49825808052348847,1,0,0.5,0.6666666666666667,2,0,1.0,0,0.3333333333333333,0.0,1,0,2
1,0.3118411262049081,0.6844208699478131,0.5167120835058399,1,0,0.5,0.6666666666666667,2,0,1.0,0,1.0,1.0,3,3,2
1,0.6836044386308924,0.6844208699478131,0.5813010939440699,1,1,1.0,0.0,3,0,1.0,0,1.0,0.5,1,0,2
0,0.6092517761456955,0.31776683247576987,0.1845400298235142,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.5,3,3,1
1,0.12595946999191598,0.24443602498136174,0.12917802087645996,0,1,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
1,0.34901745744750656,0.6110900624534046,0.350626056664677,1,1,1.0,0.0,1,1,0.5,1,0.6666666666666666,0.0,2,3,5
1,0.12595946999191598,0.8066388824384938,0.3967610641205556,1,0,1.0,0.6666666666666667,2,0,1.0,1,1.0,0.0,2,0,5
1,0.12595946999191598,0.6844208699478131,0.23990203877056854,0,0,0.5,0.0,1,0,1.0,1,0.6666666666666666,0.5,3,3,1
0,0.23748846371971133,0.24443602498136174,0.37830706113820417,1,1,1.0,0.6666666666666667,1,0,1.0,0,1.0,0.0,3,3,2
1,0.08878313874931754,0.7333080749440852,0.3967610641205556,1,1,1.0,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.5,2,4,5
1,0.20031213247711288,0.6110900624534046,0.29526404771762277,1,0,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,1.0,2,1,1
1,0.9066624260864831,0.6110900624534046,0.7012521133293541,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.0,2,1,3
0,0.23748846371971133,0.3910976399701789,0.16608602684116275,1,1,0.5,0.0,2,0,0.0,0,0.3333333333333333,0.5,2,3,1
0,0.23748846371971133,0.31776683247576987,0.37830706113820417,1,0,1.0,0.0,2,1,1.0,0,0.3333333333333333,1.0,2,3,2
0,0.9066624260864831,0.09777440999254461,0.350626056664677,1,1,0.5,0.6666666666666667,0,0,0.0,0,0.0,0.0,2,0,2
0,0.34901745744750656,0.14666161498881713,0.5536200894705428,1,1,1.0,0.6666666666666667,2,1,0.0,0,0.0,0.5,2,3,4
1,0.4605464511753019,0.46442844746458745,0.4428960715764341,1,0,0.5,0.6666666666666667,2,0,1.0,0,0.3333333333333333,0.0,2,0,2
1,0.386193788690105,0.8066388824384938,0.2675830432440956,1,1,0.5,0.6666666666666667,2,0,0.5,0,1.0,1.0,3,0,1
0,0.23748846371971133,0.24443602498136174,0.33217205368232555,1,1,0.5,0.0,2,1,0.5,0,0.3333333333333333,0.0,1,3,2
1,0.08878313874931754,0.6110900624534046,0.5351660864881913,1,1,0.5,0.6666666666666667,1,0,0.5,0,0.6666666666666666,0.0,3,3,2
